"","WBID","WATERBODY_NAME","NewUse","Use","CharacteristicName","ResultSampleFractionText","Assessed","binomial","No","Yes","sampcount","existimpair","paramcarryforward","newassess","actualsampneed","provassess","provdate","provcomment","provdatetext"
"8975","15030104-013","COLORADO RIVER ","DWS","DWS","BERYLLIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8976","15030104-013","COLORADO RIVER ","FBC","FBC","BERYLLIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8977","15030104-013","COLORADO RIVER ","FC","FC","BERYLLIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8978","15030104-013","COLORADO RIVER ","AGI","AGI","BORON","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8979","15030104-013","COLORADO RIVER ","DWS","DWS","BORON","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8980","15030104-013","COLORADO RIVER ","FBC","FBC","BORON","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8981","15030104-013","COLORADO RIVER ","AGI","AGI","CADMIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8982","15030104-013","COLORADO RIVER ","AGL","AGL","CADMIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8983","15030104-013","COLORADO RIVER ","DWS","DWS","CADMIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8984","15030104-013","COLORADO RIVER ","FBC","FBC","CADMIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8985","15030104-013","COLORADO RIVER ","FC","FC","CADMIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8986","15030104-013","COLORADO RIVER ","AGI","AGI","COPPER","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8987","15030104-013","COLORADO RIVER ","AGL","AGL","COPPER","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8988","15030104-013","COLORADO RIVER ","DWS","DWS","COPPER","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8989","15030104-013","COLORADO RIVER ","FBC","FBC","COPPER","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8990","15030104-013","COLORADO RIVER ","AWWChronic","AWW","DISSOLVED OXYGEN (DO)","Dissolved","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"8991","15030104-013","COLORADO RIVER ","DWS","DWS","FLUORIDE","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8992","15030104-013","COLORADO RIVER ","FBC","FBC","FLUORIDE","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8993","15030104-013","COLORADO RIVER ","DWS","DWS","INORGANIC NITROGEN (NITRATE AND NITRITE)","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"8994","15030104-013","COLORADO RIVER ","AGI","AGI","LEAD","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8995","15030104-013","COLORADO RIVER ","AGL","AGL","LEAD","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8996","15030104-013","COLORADO RIVER ","DWS","DWS","LEAD","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8997","15030104-013","COLORADO RIVER ","FBC","FBC","LEAD","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8998","15030104-013","COLORADO RIVER ","AGI","AGI","MANGANESE","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8999","15030104-013","COLORADO RIVER ","DWS","DWS","MANGANESE","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9000","15030104-013","COLORADO RIVER ","FBC","FBC","MANGANESE","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9001","15030104-013","COLORADO RIVER ","DWS","DWS","NICKEL","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9002","15030104-013","COLORADO RIVER ","FBC","FBC","NICKEL","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9003","15030104-013","COLORADO RIVER ","FC","FC","NICKEL","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9004","15030104-013","COLORADO RIVER ","AGI","AGI","SELENIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9005","15030104-013","COLORADO RIVER ","AGL","AGL","SELENIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9006","15030104-013","COLORADO RIVER ","DWS","DWS","SELENIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9007","15030104-013","COLORADO RIVER ","FBC","FBC","SELENIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9008","15030104-013","COLORADO RIVER ","FC","FC","SELENIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9009","15030104-013","COLORADO RIVER ","AGI","AGI","ZINC","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9010","15030104-013","COLORADO RIVER ","AGL","AGL","ZINC","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9011","15030104-013","COLORADO RIVER ","DWS","DWS","ZINC","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9012","15030104-013","COLORADO RIVER ","FBC","FBC","ZINC","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9013","15030104-013","COLORADO RIVER ","FC","FC","ZINC","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9014","15030104-015","COLORADO RIVER ","AGI","AGI","ARSENIC","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9015","15030104-015","COLORADO RIVER ","AGL","AGL","ARSENIC","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9016","15030104-015","COLORADO RIVER ","DWS","DWS","ARSENIC","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9017","15030104-015","COLORADO RIVER ","FBC","FBC","ARSENIC","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9018","15030104-015","COLORADO RIVER ","FC","FC","ARSENIC","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9019","15030104-015","COLORADO RIVER ","DWS","DWS","BERYLLIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9020","15030104-015","COLORADO RIVER ","FBC","FBC","BERYLLIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9021","15030104-015","COLORADO RIVER ","FC","FC","BERYLLIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9022","15030104-015","COLORADO RIVER ","AGI","AGI","BORON","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9023","15030104-015","COLORADO RIVER ","DWS","DWS","BORON","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9024","15030104-015","COLORADO RIVER ","FBC","FBC","BORON","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9025","15030104-015","COLORADO RIVER ","AGI","AGI","CADMIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9026","15030104-015","COLORADO RIVER ","AGL","AGL","CADMIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9027","15030104-015","COLORADO RIVER ","DWS","DWS","CADMIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9028","15030104-015","COLORADO RIVER ","FBC","FBC","CADMIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9029","15030104-015","COLORADO RIVER ","FC","FC","CADMIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9030","15030104-015","COLORADO RIVER ","AGI","AGI","COPPER","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9031","15030104-015","COLORADO RIVER ","AGL","AGL","COPPER","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9032","15030104-015","COLORADO RIVER ","DWS","DWS","COPPER","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9033","15030104-015","COLORADO RIVER ","FBC","FBC","COPPER","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9034","15030104-015","COLORADO RIVER ","AWWChronic","AWW","DISSOLVED OXYGEN (DO)","Dissolved","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"9035","15030104-015","COLORADO RIVER ","DWS","DWS","FLUORIDE","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9036","15030104-015","COLORADO RIVER ","FBC","FBC","FLUORIDE","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9037","15030104-015","COLORADO RIVER ","DWS","DWS","INORGANIC NITROGEN (NITRATE AND NITRITE)","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"9038","15030104-015","COLORADO RIVER ","AGI","AGI","LEAD","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9039","15030104-015","COLORADO RIVER ","AGL","AGL","LEAD","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9040","15030104-015","COLORADO RIVER ","DWS","DWS","LEAD","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9041","15030104-015","COLORADO RIVER ","FBC","FBC","LEAD","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9042","15030104-015","COLORADO RIVER ","AGI","AGI","MANGANESE","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9043","15030104-015","COLORADO RIVER ","DWS","DWS","MANGANESE","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9044","15030104-015","COLORADO RIVER ","FBC","FBC","MANGANESE","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9045","15030104-015","COLORADO RIVER ","DWS","DWS","NICKEL","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9046","15030104-015","COLORADO RIVER ","FBC","FBC","NICKEL","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9047","15030104-015","COLORADO RIVER ","FC","FC","NICKEL","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9048","15030104-015","COLORADO RIVER ","AGI","AGI","PH","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9049","15030104-015","COLORADO RIVER ","AGL","AGL","PH","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9050","15030104-015","COLORADO RIVER ","AWWChronic","AWW","PH","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9051","15030104-015","COLORADO RIVER ","DWS","DWS","PH","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9052","15030104-015","COLORADO RIVER ","FBC","FBC","PH","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9053","15030104-015","COLORADO RIVER ","AGI","AGI","SELENIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9054","15030104-015","COLORADO RIVER ","AGL","AGL","SELENIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9055","15030104-015","COLORADO RIVER ","DWS","DWS","SELENIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9056","15030104-015","COLORADO RIVER ","FBC","FBC","SELENIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9057","15030104-015","COLORADO RIVER ","FC","FC","SELENIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9058","15030104-015","COLORADO RIVER ","AGI","AGI","ZINC","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9059","15030104-015","COLORADO RIVER ","AGL","AGL","ZINC","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9060","15030104-015","COLORADO RIVER ","DWS","DWS","ZINC","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9061","15030104-015","COLORADO RIVER ","FBC","FBC","ZINC","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9062","15030104-015","COLORADO RIVER ","FC","FC","ZINC","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9063","15030104-017","COLORADO RIVER ","AGI","AGI","ARSENIC","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9064","15030104-017","COLORADO RIVER ","AGL","AGL","ARSENIC","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9065","15030104-017","COLORADO RIVER ","DWS","DWS","ARSENIC","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9066","15030104-017","COLORADO RIVER ","FBC","FBC","ARSENIC","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9067","15030104-017","COLORADO RIVER ","FC","FC","ARSENIC","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9068","15030104-017","COLORADO RIVER ","DWS","DWS","BERYLLIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9069","15030104-017","COLORADO RIVER ","FBC","FBC","BERYLLIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9070","15030104-017","COLORADO RIVER ","FC","FC","BERYLLIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9071","15030104-017","COLORADO RIVER ","AGI","AGI","BORON","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9072","15030104-017","COLORADO RIVER ","DWS","DWS","BORON","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9073","15030104-017","COLORADO RIVER ","FBC","FBC","BORON","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9074","15030104-017","COLORADO RIVER ","AGI","AGI","CADMIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9075","15030104-017","COLORADO RIVER ","AGL","AGL","CADMIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9076","15030104-017","COLORADO RIVER ","DWS","DWS","CADMIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9077","15030104-017","COLORADO RIVER ","FBC","FBC","CADMIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9078","15030104-017","COLORADO RIVER ","FC","FC","CADMIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9079","15030104-017","COLORADO RIVER ","AGI","AGI","COPPER","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9080","15030104-017","COLORADO RIVER ","AGL","AGL","COPPER","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9081","15030104-017","COLORADO RIVER ","DWS","DWS","COPPER","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9082","15030104-017","COLORADO RIVER ","FBC","FBC","COPPER","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9083","15030104-017","COLORADO RIVER ","AWWChronic","AWW","DISSOLVED OXYGEN (DO)","Dissolved","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"9084","15030104-017","COLORADO RIVER ","DWS","DWS","FLUORIDE","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9085","15030104-017","COLORADO RIVER ","FBC","FBC","FLUORIDE","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9086","15030104-017","COLORADO RIVER ","DWS","DWS","INORGANIC NITROGEN (NITRATE AND NITRITE)","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"9087","15030104-017","COLORADO RIVER ","AGI","AGI","LEAD","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9088","15030104-017","COLORADO RIVER ","AGL","AGL","LEAD","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9089","15030104-017","COLORADO RIVER ","DWS","DWS","LEAD","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9090","15030104-017","COLORADO RIVER ","FBC","FBC","LEAD","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9091","15030104-017","COLORADO RIVER ","AGI","AGI","MANGANESE","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9092","15030104-017","COLORADO RIVER ","DWS","DWS","MANGANESE","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9093","15030104-017","COLORADO RIVER ","FBC","FBC","MANGANESE","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9094","15030104-017","COLORADO RIVER ","DWS","DWS","NICKEL","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9095","15030104-017","COLORADO RIVER ","FBC","FBC","NICKEL","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9096","15030104-017","COLORADO RIVER ","FC","FC","NICKEL","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9097","15030104-017","COLORADO RIVER ","AGI","AGI","SELENIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9098","15030104-017","COLORADO RIVER ","AGL","AGL","SELENIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9099","15030104-017","COLORADO RIVER ","DWS","DWS","SELENIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9100","15030104-017","COLORADO RIVER ","FBC","FBC","SELENIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9101","15030104-017","COLORADO RIVER ","FC","FC","SELENIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"9102","15030104-020","COLORADO RIVER ","AGI","AGI","ANTIMONY","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"9103","15030104-020","COLORADO RIVER ","AGL","AGL","ANTIMONY","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"9104","15030104-020","COLORADO RIVER ","DWS","DWS","ANTIMONY","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"9105","15030104-020","COLORADO RIVER ","FBC","FBC","ANTIMONY","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"9106","15030104-020","COLORADO RIVER ","FC","FC","ANTIMONY","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"9107","15030104-020","COLORADO RIVER ","AGI","AGI","ARSENIC","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"9108","15030104-020","COLORADO RIVER ","AGL","AGL","ARSENIC","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"9109","15030104-020","COLORADO RIVER ","DWS","DWS","ARSENIC","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"9110","15030104-020","COLORADO RIVER ","FBC","FBC","ARSENIC","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"9111","15030104-020","COLORADO RIVER ","FC","FC","ARSENIC","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"9112","15030104-020","COLORADO RIVER ","DWS","DWS","BARIUM","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"9113","15030104-020","COLORADO RIVER ","FBC","FBC","BARIUM","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"9114","15030104-020","COLORADO RIVER ","DWS","DWS","BERYLLIUM","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"9115","15030104-020","COLORADO RIVER ","FBC","FBC","BERYLLIUM","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"9116","15030104-020","COLORADO RIVER ","FC","FC","BERYLLIUM","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"9117","15030104-020","COLORADO RIVER ","AGI","AGI","BORON","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"9118","15030104-020","COLORADO RIVER ","DWS","DWS","BORON","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"9119","15030104-020","COLORADO RIVER ","FBC","FBC","BORON","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"9120","15030104-020","COLORADO RIVER ","AGI","AGI","CADMIUM","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"9121","15030104-020","COLORADO RIVER ","AGL","AGL","CADMIUM","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"9122","15030104-020","COLORADO RIVER ","DWS","DWS","CADMIUM","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"9123","15030104-020","COLORADO RIVER ","FBC","FBC","CADMIUM","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"9124","15030104-020","COLORADO RIVER ","FC","FC","CADMIUM","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"9125","15030104-020","COLORADO RIVER ","AGI","AGI","CHROMIUM","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
